Tema;Ramo do direito;Assuntos;Tese Firmada;Anotações NUGEPNAC;Informações Complementares;Repercussão Geral
971;DIREITO CIVIL;(899) DIREITO CIVIL, (7681) Obrigações, (9587) Compra e Venda, (7691) Inadimplemento, (7700) Cláusula Penal;No contrato de adesão firmado entre o comprador e a construtora/incorporadora, havendo previsão de cláusula penal apenas para o inadimplemento do adquirente, deverá ela ser considerada para a fixação da indenização pelo inadimplemento do vendedor. As obrigações heterogêneas (obrigações de fazer e de dar) serão convertidas em dinheiro, por arbitramento judicial.;Processos destacados de ofício pelo relator.<br>Vide Tema de SIRDR n. 1 (SIRDR n. 1/DF).<br>Afetado na sessão do dia 26/04/2017 (Segunda Seção).<br>A Segunda Seção, na sessão de julgamento de 27/3/2019, acolheu questão de ordem levantada pelo ministro Luis Felipe Salomão e decidiu que não serão aplicados diretamente os dispositivos da Lei 13.786/2018 no julgamento de dois temas repetitivos que tratam da aplicação de penalidades contra a construtora em casos de atraso na entrega do imóvel comprado na planta. ;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
971;DIREITO CIVIL;(899) DIREITO CIVIL, (7681) Obrigações, (9587) Compra e Venda, (7691) Inadimplemento, (7700) Cláusula Penal;No contrato de adesão firmado entre o comprador e a construtora/incorporadora, havendo previsão de cláusula penal apenas para o inadimplemento do adquirente, deverá ela ser considerada para a fixação da indenização pelo inadimplemento do vendedor. As obrigações heterogêneas (obrigações de fazer e de dar) serão convertidas em dinheiro, por arbitramento judicial.;Processos destacados de ofício pelo relator.<br>Vide Tema de SIRDR n. 1 (SIRDR n. 1/DF).<br>Afetado na sessão do dia 26/04/2017 (Segunda Seção).<br>A Segunda Seção, na sessão de julgamento de 27/3/2019, acolheu questão de ordem levantada pelo ministro Luis Felipe Salomão e decidiu que não serão aplicados diretamente os dispositivos da Lei 13.786/2018 no julgamento de dois temas repetitivos que tratam da aplicação de penalidades contra a construtora em casos de atraso na entrega do imóvel comprado na planta. ;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
972;DIREITO CIVIL;(899) DIREITO CIVIL, (9580) Espécies de Contratos, (9607) Contratos Bancários, (9597) Seguro;1 - Abusividade da cláusula que prevê o ressarcimento pelo consumidor da despesa com o registro do pré-gravame, em contratos celebrados a partir de 25/02/2011, data de entrada em vigor da Res.-CMN 3.954/2011, sendo válida a cláusula pactuada no período anterior a essa resolução, ressalvado o controle da onerosidade excessiva. <br>2 - Nos contratos bancários em geral, o consumidor não pode ser compelido a contratar seguro com a instituição financeira ou com seguradora por ela indicada. <br>3 - A abusividade de encargos acessórios do contrato não descaracteriza a mora.;"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>""A controvérsia acerca da tarifa de registro do contrato já se encontra afetada sob o Tema n. 958 (REsp 1.578.526/SP)"".<br>Afetado na sessão do dia 26/04/2017 (Segunda Seção).";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
972;DIREITO CIVIL;(899) DIREITO CIVIL, (9580) Espécies de Contratos, (9607) Contratos Bancários, (9597) Seguro;1 - Abusividade da cláusula que prevê o ressarcimento pelo consumidor da despesa com o registro do pré-gravame, em contratos celebrados a partir de 25/02/2011, data de entrada em vigor da Res.-CMN 3.954/2011, sendo válida a cláusula pactuada no período anterior a essa resolução, ressalvado o controle da onerosidade excessiva. <br>2 - Nos contratos bancários em geral, o consumidor não pode ser compelido a contratar seguro com a instituição financeira ou com seguradora por ela indicada. <br>3 - A abusividade de encargos acessórios do contrato não descaracteriza a mora.;"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>""A controvérsia acerca da tarifa de registro do contrato já se encontra afetada sob o Tema n. 958 (REsp 1.578.526/SP)"".<br>Afetado na sessão do dia 26/04/2017 (Segunda Seção).";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
973;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (10655) Honorários Advocatícios, (8842) Partes e Procuradores, (8874) Sucumbência, (10656) Honorários Advocatícios em Execução Contra a Fazenda Pública;O art. 85, § 7º, do CPC/2015 não afasta a aplicação do entendimento consolidado na Súmula 345 do STJ, de modo que são devidos honorários advocatícios nos procedimentos individuais de cumprimento de sentença decorrente de ação coletiva, ainda que não impugnados e promovidos em litisconsórcio.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Súmula 345/STJ, órgão julgador Corte Especial, editada em 07/11/2007: São devidos honorários advocatícios pela Fazenda Pública nas execuções individuais de sentença proferida em ações coletivas, ainda que não embargadas.<br>Art. 85, § 7º, do CPC/2015: Não serão devidos honorários no cumprimento de sentença contra a Fazenda Pública que enseje expedição de precatório, desde que não tenha sido impugnada.<br>Afetado na sessão do dia 03/05/2017 (Corte Especial).<br>Os processos afetados neste Tema integram a Controvérsia n. 5/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
973;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (10655) Honorários Advocatícios, (8842) Partes e Procuradores, (8874) Sucumbência, (10656) Honorários Advocatícios em Execução Contra a Fazenda Pública;O art. 85, § 7º, do CPC/2015 não afasta a aplicação do entendimento consolidado na Súmula 345 do STJ, de modo que são devidos honorários advocatícios nos procedimentos individuais de cumprimento de sentença decorrente de ação coletiva, ainda que não impugnados e promovidos em litisconsórcio.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Súmula 345/STJ, órgão julgador Corte Especial, editada em 07/11/2007: São devidos honorários advocatícios pela Fazenda Pública nas execuções individuais de sentença proferida em ações coletivas, ainda que não embargadas.<br>Art. 85, § 7º, do CPC/2015: Não serão devidos honorários no cumprimento de sentença contra a Fazenda Pública que enseje expedição de precatório, desde que não tenha sido impugnada.<br>Afetado na sessão do dia 03/05/2017 (Corte Especial).<br>Os processos afetados neste Tema integram a Controvérsia n. 5/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
973;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (10655) Honorários Advocatícios, (8842) Partes e Procuradores, (8874) Sucumbência, (10656) Honorários Advocatícios em Execução Contra a Fazenda Pública;O art. 85, § 7º, do CPC/2015 não afasta a aplicação do entendimento consolidado na Súmula 345 do STJ, de modo que são devidos honorários advocatícios nos procedimentos individuais de cumprimento de sentença decorrente de ação coletiva, ainda que não impugnados e promovidos em litisconsórcio.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Súmula 345/STJ, órgão julgador Corte Especial, editada em 07/11/2007: São devidos honorários advocatícios pela Fazenda Pública nas execuções individuais de sentença proferida em ações coletivas, ainda que não embargadas.<br>Art. 85, § 7º, do CPC/2015: Não serão devidos honorários no cumprimento de sentença contra a Fazenda Pública que enseje expedição de precatório, desde que não tenha sido impugnada.<br>Afetado na sessão do dia 03/05/2017 (Corte Especial).<br>Os processos afetados neste Tema integram a Controvérsia n. 5/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
974;DIREITO ADMINISTRATIVO;(9985) DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, (10219) Servidor Público Civil, (10288) Sistema Remuneratório e Benefícios, (10298) Diárias e Outras Indenizações;A Lei 12.855/2013, que instituiu a Indenização por Trabalho em Localidade Estratégica, é norma de eficácia condicionada à prévia regulamentação, para definição das localidades consideradas estratégicas, para fins de pagamento da referida vantagem.;"Processos destacados de ofício pelo relator.<br>Vide Tema de SIRDR n. 3 (SIRDR n. 4/PR).<br>REsp n. 1.617.086/PR foi afetado na sessão do dia 10/05/2017 (Primeira Seção).<br>Lei n. 12.855/2013<br>Art. 1o. § 1o  A indenização de que trata o caput será concedida ao servidor ocupante de cargo efetivo das seguintes Carreiras ou Planos Especiais de Cargos: <br>I - Carreira Policial Federal, de que trata a Lei no 9.266, de 15 de março de 1996; <br>II - Carreira de Policial Rodoviário Federal, de que trata a Lei no 9.654, de 2 de junho de 1998; <br>III - Carreira Auditoria da Receita Federal (ARF), de que trata a Lei no 10.593, de 6 de dezembro de 2002; <br>IV - Plano Especial de Cargos do Departamento de Polícia Federal, de que trata a Lei no 10.682, de 28 de maio de 2003; <br>V - Plano Especial de Cargos do Departamento de Polícia Rodoviária Federal, de que trata a Lei no 11.095, de 13 de janeiro de 2005;  <br>VI - Plano Especial de Cargos do Ministério da Fazenda, de que trata a Lei no 11.907, de 2 de fevereiro de 2009; <br>VII - Carreira de Fiscal Federal Agropecuário, de que trata a Lei no 10.883, de 16 de junho de 2004; e <br>VIII - Carreira Auditoria-Fiscal do Trabalho, de que trata a Lei no 10.593, de 2002. ";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;Tema 1078/STF - Exigibilidade de verba por lotação em unidade estratégica (adicional de fronteira), prevista na Lei nº 12.855/13, enquanto não houver regulamentação da norma pelo Poder Executivo Federal.
974;DIREITO ADMINISTRATIVO;(9985) DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO, (10219) Servidor Público Civil, (10288) Sistema Remuneratório e Benefícios, (10298) Diárias e Outras Indenizações;A Lei 12.855/2013, que instituiu a Indenização por Trabalho em Localidade Estratégica, é norma de eficácia condicionada à prévia regulamentação, para definição das localidades consideradas estratégicas, para fins de pagamento da referida vantagem.;"Processos destacados de ofício pelo relator.<br>Vide Tema de SIRDR n. 3 (SIRDR n. 4/PR).<br>REsp n. 1.617.086/PR foi afetado na sessão do dia 10/05/2017 (Primeira Seção).<br>Lei n. 12.855/2013<br>Art. 1o. § 1o  A indenização de que trata o caput será concedida ao servidor ocupante de cargo efetivo das seguintes Carreiras ou Planos Especiais de Cargos: <br>I - Carreira Policial Federal, de que trata a Lei no 9.266, de 15 de março de 1996; <br>II - Carreira de Policial Rodoviário Federal, de que trata a Lei no 9.654, de 2 de junho de 1998; <br>III - Carreira Auditoria da Receita Federal (ARF), de que trata a Lei no 10.593, de 6 de dezembro de 2002; <br>IV - Plano Especial de Cargos do Departamento de Polícia Federal, de que trata a Lei no 10.682, de 28 de maio de 2003; <br>V - Plano Especial de Cargos do Departamento de Polícia Rodoviária Federal, de que trata a Lei no 11.095, de 13 de janeiro de 2005;  <br>VI - Plano Especial de Cargos do Ministério da Fazenda, de que trata a Lei no 11.907, de 2 de fevereiro de 2009; <br>VII - Carreira de Fiscal Federal Agropecuário, de que trata a Lei no 10.883, de 16 de junho de 2004; e <br>VIII - Carreira Auditoria-Fiscal do Trabalho, de que trata a Lei no 10.593, de 2002. ";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;Tema 1078/STF - Exigibilidade de verba por lotação em unidade estratégica (adicional de fronteira), prevista na Lei nº 12.855/13, enquanto não houver regulamentação da norma pelo Poder Executivo Federal.
975;DIREITO PREVIDENCIÁRIO;(195) DIREITO PREVIDENCIÁRIO, (6162) Decadência/Prescrição, (6099) Aposentadoria por Tempo de Serviço (Art. 52/4);Aplica-se o prazo decadencial de dez anos estabelecido no art. 103, caput, da Lei 8.213/1991 às hipóteses em que a questão controvertida não foi apreciada no ato administrativo de análise de concessão de benefício previdenciário.;"Processos destacados de ofício pelo relator.<br><br>Afetado na sessão do dia 10/05/2017 (Primeira Seção).<br><br>Vide Tema 966/STJ, relator Ministro Mauro Campbell Marques.<br><br>O Tema 966/STJ diferencia-se deste, pois, de acordo com o Ministro Relator: ""Naqueles casos de relatoria do Ministro Mauro Campbell Marques, a decadência é sobre o direito de conceder benefício sob regime jurídico anterior ao deferido administrativamente, de forma a retroagir à data em que se iniciou o benefício. Já no presente caso, não se discute a concessão diferenciada, mas simplesmente se aquilo que <b>não foi submetido ou apreciado pelo INSS no ato de concessão do benefício</b> pode ser alcançado pela decadência"". (Decisão publicada no DJe de 30/05/2017).";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;Tema 1023/STF - Situações abrangidas pelo prazo decadencial previsto no art. 103 da Lei nº 8.213/91, tendo em vista a interpretação do termo revisão contido no referido dispositivo legal. 
975;DIREITO PREVIDENCIÁRIO;(195) DIREITO PREVIDENCIÁRIO, (6162) Decadência/Prescrição, (6099) Aposentadoria por Tempo de Serviço (Art. 52/4);Aplica-se o prazo decadencial de dez anos estabelecido no art. 103, caput, da Lei 8.213/1991 às hipóteses em que a questão controvertida não foi apreciada no ato administrativo de análise de concessão de benefício previdenciário.;"Processos destacados de ofício pelo relator.<br><br>Afetado na sessão do dia 10/05/2017 (Primeira Seção).<br><br>Vide Tema 966/STJ, relator Ministro Mauro Campbell Marques.<br><br>O Tema 966/STJ diferencia-se deste, pois, de acordo com o Ministro Relator: ""Naqueles casos de relatoria do Ministro Mauro Campbell Marques, a decadência é sobre o direito de conceder benefício sob regime jurídico anterior ao deferido administrativamente, de forma a retroagir à data em que se iniciou o benefício. Já no presente caso, não se discute a concessão diferenciada, mas simplesmente se aquilo que <b>não foi submetido ou apreciado pelo INSS no ato de concessão do benefício</b> pode ser alcançado pela decadência"". (Decisão publicada no DJe de 30/05/2017).";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;Tema 1023/STF - Situações abrangidas pelo prazo decadencial previsto no art. 103 da Lei nº 8.213/91, tendo em vista a interpretação do termo revisão contido no referido dispositivo legal. 
976;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8829) Competência, (9148) Liquidação / Cumprimento / Execução, (9418) Concurso de Credores;A competência para processar e julgar demandas cíveis com pedidos ilíquidos contra massa falida, quando em litisconsórcio passivo com pessoa jurídica de direito público, é do juízo cível no qual for proposta a ação de conhecimento, competente para julgar ações contra a Fazenda Pública, de acordo as respectivas normas de organização judiciária.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>RESP 1643856 - Afetado na sessão do dia 14/06/2017 (Primeira Seção).<br>RESP 1643873 - Afetado na sessão do dia 09/08/2017 (Pimeira Seção).<br><br>O processo afetado neste Tema integra a Controvérsia n. 9/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
976;DIREITO PROCESSUAL CIVIL E DO TRABALHO;(8826) DIREITO PROCESSUAL CIVIL E DO TRABALHO, (8829) Competência, (9148) Liquidação / Cumprimento / Execução, (9418) Concurso de Credores;A competência para processar e julgar demandas cíveis com pedidos ilíquidos contra massa falida, quando em litisconsórcio passivo com pessoa jurídica de direito público, é do juízo cível no qual for proposta a ação de conhecimento, competente para julgar ações contra a Fazenda Pública, de acordo as respectivas normas de organização judiciária.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>RESP 1643856 - Afetado na sessão do dia 14/06/2017 (Primeira Seção).<br>RESP 1643873 - Afetado na sessão do dia 09/08/2017 (Pimeira Seção).<br><br>O processo afetado neste Tema integra a Controvérsia n. 9/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC).;-
977;DIREITO CIVIL;(899) DIREITO CIVIL, (7681) Obrigações, (9580) Espécies de Contratos, (4805) Previdência privada;A partir da vigência da Circular/Susep n. 11/1996, é possível ser pactuado que os reajustes dos benefícios dos planos administrados pelas entidades abertas de previdência complementar passem a ser feitos com utilização de um índice geral de preços de ampla publicidade (INPC/IBGE, IPCA/IBGE, IGP-M/FGV, IGP-DI/FGV, IPC/FGV ou IPC/FIPE). Na falta de repactuação, deve incidir o IPCA-E.;Processos destacados de ofício pelo relator.<br>Afetado na sessão do dia 14/06/2017 (Segunda Seção).;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). Ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas. (acórdão publicado no DJe de 29/06/2017);-
977;DIREITO CIVIL;(899) DIREITO CIVIL, (7681) Obrigações, (9580) Espécies de Contratos, (4805) Previdência privada;A partir da vigência da Circular/Susep n. 11/1996, é possível ser pactuado que os reajustes dos benefícios dos planos administrados pelas entidades abertas de previdência complementar passem a ser feitos com utilização de um índice geral de preços de ampla publicidade (INPC/IBGE, IPCA/IBGE, IGP-M/FGV, IGP-DI/FGV, IPC/FGV ou IPC/FIPE). Na falta de repactuação, deve incidir o IPCA-E.;Processos destacados de ofício pelo relator.<br>Afetado na sessão do dia 14/06/2017 (Segunda Seção).;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). Ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas. (acórdão publicado no DJe de 29/06/2017);-
978;DIREITO CIVIL;(899) DIREITO CIVIL, (10431) Responsabilidade Civil, (10439) Indenização por Dano Material, (5632) Prescrição e Decadência;-;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 28/06/2017 (Segunda Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 17/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). Ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas. (acórdão publicado no DJe de 1º/08/2017);-
978;DIREITO CIVIL;(899) DIREITO CIVIL, (10431) Responsabilidade Civil, (10439) Indenização por Dano Material, (5632) Prescrição e Decadência;-;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 28/06/2017 (Segunda Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 17/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). Ressalvando que não é obstada a propositura de novas ações, tampouco a sua distribuição, bem como que não se aplica o sobrestamento às transações efetuadas ou que vierem a ser concluídas. (acórdão publicado no DJe de 1º/08/2017);-
979;DIREITO PREVIDENCIÁRIO;(195) DIREITO PREVIDENCIÁRIO, (6094) Benefícios em Espécie;Com relação aos pagamentos indevidos aos segurados decorrentes de erro administrativo (material ou operacional), não embasado em interpretação errônea ou equivocada da lei pela Administração, são repetíveis, sendo legítimo o desconto no percentual de até 30% (trinta por cento) de valor do benefício pago ao segurado/beneficiário, ressalvada a hipótese em que o segurado, diante do caso concreto, comprova sua boa-fé objetiva, sobretudo com demonstração de que não lhe era possível constatar o pagamento indevido.;"Processos destacados de ofício pelo relator.<b><br>Modulação dos efeitos:</b> <br><br>""Tem-se de rigor a modulação dos efeitos definidos neste representativo da controvérsia, em respeito à segurança jurídica e considerando o inafastável interesse social que permeia a questão sub examine, e a repercussão do tema que se amolda a centenas de processos sobrestados no Judiciário. Desse modo somente deve atingir os processos que tenham sido distribuídos, na primeira instância, a partir da publicação deste acórdão."" (Acórdão publicado no DJe de 23/4/2021).<br><br>Afetado na sessão do dia 09/08/2017 (Primeira Seção).<br><br>Vide Controvérsia 4/STJ.<br><br>Vide Tema 692/STJ.<br><br><br>O Tema 692/STJ diferencia-se deste, pois, de acordo com o Ministro Relator: ""Ressalte-se que a referida controvérsia é distinta da solucionada no julgamento do Tema n. 692, vinculado ao Recurso Especial Repetitivo 1.401.560/MT, Rel. Min. Sérgio Kukina, Rel. p/ Acórdão Min. Ari Pargendler, no qual a Primeira Seção firmou o entendimento de que ""<i>a reforma da decisão que antecipa a tutela obriga o autor da ação a devolver os benefícios previdenciários indevidamente recebidos</i>"" (decisão publicada no DJe de 16/08/2017).<br><br> ";Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 16/08/2017);-
980;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (6017) Dívida Ativa (Execução Fiscal), (5916) Impostos, (5952) IPTU/ Imposto Predial e Territorial Urbano;"(i) O termo inicial do prazo prescricional da cobrança judicial do Imposto Predial e Territorial Urbano - IPTU inicia-se no dia seguinte à data estipulada para o vencimento da exação; (ii) o parcelamento de ofício da dívida tributária não configura causa interruptiva da contagem da prescrição, uma vez que o contribuinte não anuiu.";RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 09/08/2017 (Primeira Seção).<br><br>Os processos afetados neste Tema integram a Controvérsia n. 3/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 18/08/2017);-
980;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (6017) Dívida Ativa (Execução Fiscal), (5916) Impostos, (5952) IPTU/ Imposto Predial e Territorial Urbano;"(i) O termo inicial do prazo prescricional da cobrança judicial do Imposto Predial e Territorial Urbano - IPTU inicia-se no dia seguinte à data estipulada para o vencimento da exação; (ii) o parcelamento de ofício da dívida tributária não configura causa interruptiva da contagem da prescrição, uma vez que o contribuinte não anuiu.";RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 09/08/2017 (Primeira Seção).<br><br>Os processos afetados neste Tema integram a Controvérsia n. 3/STJ.;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 18/08/2017);-
981;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (5978) Obrigação Tributária, (5979) Responsabilidade tributária, (5980) Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante, (899) DIREITO CIVIL, (9616) Empresas, (5724) Sociedade, (4935) Dissolução;O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, pode ser autorizado contra o sócio ou o terceiro não sócio, com poderes de administração na data em que configurada ou presumida a dissolução irregular, ainda que não tenha exercido poderes de gerência quando ocorrido o fato gerador do tributo não adimplido, conforme art. 135, III, do CTN.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetação na sessão do dia 09/08/2017 (Primeira Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 10/STJ.<br>Vide TEMA 962/STJ;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 24/08/2017);-
981;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (5978) Obrigação Tributária, (5979) Responsabilidade tributária, (5980) Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante, (899) DIREITO CIVIL, (9616) Empresas, (5724) Sociedade, (4935) Dissolução;O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, pode ser autorizado contra o sócio ou o terceiro não sócio, com poderes de administração na data em que configurada ou presumida a dissolução irregular, ainda que não tenha exercido poderes de gerência quando ocorrido o fato gerador do tributo não adimplido, conforme art. 135, III, do CTN.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetação na sessão do dia 09/08/2017 (Primeira Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 10/STJ.<br>Vide TEMA 962/STJ;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 24/08/2017);-
981;DIREITO TRIBUTÁRIO;(14) DIREITO TRIBUTÁRIO, (5978) Obrigação Tributária, (5979) Responsabilidade tributária, (5980) Responsabilidade Tributária do Sócio-Gerente / Diretor / Representante, (899) DIREITO CIVIL, (9616) Empresas, (5724) Sociedade, (4935) Dissolução;O redirecionamento da execução fiscal, quando fundado na dissolução irregular da pessoa jurídica executada ou na presunção de sua ocorrência, pode ser autorizado contra o sócio ou o terceiro não sócio, com poderes de administração na data em que configurada ou presumida a dissolução irregular, ainda que não tenha exercido poderes de gerência quando ocorrido o fato gerador do tributo não adimplido, conforme art. 135, III, do CTN.;RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetação na sessão do dia 09/08/2017 (Primeira Seção).<br>Os processos afetados neste Tema integram a Controvérsia n. 10/STJ.<br>Vide TEMA 962/STJ;Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 24/08/2017);-
982;DIREITO PREVIDENCIÁRIO;(195) DIREITO PREVIDENCIÁRIO, (6094) Benefícios em Espécie, (6173) Pedidos Genéricos Relativos aos Benefícios em Espécie;Comprovadas a invalidez e a necessidade de assistência permanente de terceiro, é devido o acréscimo de 25% (vinte e cinco por cento), previsto no art. 45 da Lei n. 8.213/91, a todos os aposentados pelo RGPS, independentemente da modalidade de aposentadoria.;"RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15).<br>Afetado na sessão do dia 09/08/2017 (Primeira Seção).<br>O processo afetado neste Tema integra a Controvérsia n. 7/STJ (Direito Previdenciário).<br>RESPs n. 1.648.305/RS e 1.720.805/RJ - Relatora para acórdão Ministra Regina Helena Costa.<br><br>No julgamento do<b> Tema de Repercussão Geral n. 1095</b> (RE 1.221.446/RJ), o <b>STF fixou a seguinte tese:</b> ""No âmbito do Regime Geral de Previdência Social (RGPS), somente lei pode criar ou ampliar benefícios e vantagens previdenciárias, não sendo possível, por ora, a extensão do auxílio da grande invalidez (art. 45 da Lei n. 8.213/91) a todas às espécies de aposentadoria"". (Acórdão de Repercussão Geral publicado no DJe de 4/8/2021, tendo transitado em julgado em 13/8/2021). ";"Há determinação de suspensão nacional de todos os processos pendentes, individuais ou coletivos (Art. 1.037, II, CPC). (acórdão publicado no DJe de 24/08/2017)<br><br>PUIL 236 (2016/0296822-0). A Ministra Relatora determinou: ""defiro, com fundamento nos arts.14, §§5º e 6º, da Lei 10.259/2001 e 2º, I, da Resolução 10/2007, do STJ, a medida liminar requerida, para determinar a suspensão dos processos nos quais tenha sido estabelecida a mesma controvérsia"". (decisão publicada no DJe 02/03/2017)<br><br>IRDR 5026813-68.2016.4.04.0000/TRF4 (n. 05)";Tema 1095/STF - Constitucionalidade da extensão do adicional de 25% (vinte e cinco por cento), previsto no artigo 45 da Lei 8.213/1991, aos segurados do Regime Geral de Previdência Social que comprovarem a invalidez e a necessidade de assistência permanente de outra pessoa, independentemente da espécie de aposentadoria.
