Tipo,Número,Situação,Processos Representativos,Data Afetação,Data Desafetação,Data Julgamento,Data Publicação,Data Trâns. Julgado,Ramo Direito,Assunto,Controvérsia,Tese Firmada,Ementa,Ratio Decidendi,Referência Legislativa,Decisão Admissão/Afetação,Acórdão da Admissão ou Afetação do Precedente,Acórdão do Julgamento do Mérito do Precedente,Observações,Limite Suspensão,Detalhamento abrangência suspensão específica,Decisão Suspensão,Data da Determinação de Suspensão de Processos,Link da Decisão de Suspensão,Titulo
Tema STJ,341,Transitado em julgado,00443371920044013800/STJ,17/12/2009,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Regimes Especiais de Tributação, SIMPLES",Questão referente à exclusão da sociedade empresária do regime de recolhimento de tributos denominado SIMPLES deve produzir efeitos a partir do mês subsequente à situação excludente e não apenas a partir da intimação do contribuinte ou da data constante d,"Em se tratando de ato que impede a permanência da pessoa jurídica no SIMPLES em decorrência da superveniência de situação impeditiva prevista no artigo 9º, incisos III a XIV e XVII a XIX, da Lei 9.317/1996, seus efeitos são produzidos a partir do mês subs",,,,,,,,Processos em Segunda Instância,,,17/12/2009,,"Tema 341 - DIREITO TRIBUTÁRIO, Regimes Especiais de Tributação, SIMPLES - Em se tratando de ato que impede a permanência da pessoa jurídica no SIMPLES em decorrência da superveniência de situação impeditiva prevista no artigo 9º, incisos III a XIV e XVII a XIX, da Lei 9.317/1996, seus efeitos são produzidos a partir do mês subs"
Tema STJ,342,Transitado em julgado,00011578219964010000/STJ,17/12/2009,,03/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPJ/Imposto de Renda de Pessoa Jurídica, Fato Gerador/Incidência, Contribuições, Contribuições Sociais, Contribuição Social sobre o Lucro Líquido","Questão referente à legalidade da imposição do Decreto 332/91 no sentido de não admitir a exclusão da parcela relativa à diferença entre o BTNF e o IPC da base de cálculo da CSLL, apesar de ser admitida tal exclusão da base de cálculo do imposto de renda.","Não há ilegalidade no artigo 41 do Decreto n. 332/91, consonante com a Lei n. 8.200/1, artigo 1º, que, ao cuidar da correção monetária de balanço relativamente ao ano-base de 1990, limitou-se ao IRPJ, não estendendo a previsão legal à CSLL.",,,,,,,,Processos em Segunda Instância,,,17/12/2009,,"Tema 342 - DIREITO TRIBUTÁRIO, IRPJ/Imposto de Renda de Pessoa Jurídica, Fato Gerador/Incidência, Contribuições, Contribuições Sociais, Contribuição Social sobre o Lucro Líquido - Não há ilegalidade no artigo 41 do Decreto n. 332/91, consonante com a Lei n. 8.200/1, artigo 1º, que, ao cuidar da correção monetária de balanço relativamente ao ano-base de 1990, limitou-se ao IRPJ, não estendendo a previsão legal à CSLL."
Tema STJ,343,Transitado em julgado,00326751619954050000/STJ,17/12/2009,,03/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Sucumbência , Custas","Questão referente à isenção de custas em favor da CEF, estabelecida pelo art. 24-A da MP 1984-23, não a desobriga de ressarcir as custas adiantadas pelo autor da ação.","Nas ações em que representa o FGTS, a CEF, quando sucumbente, não está isenta de reembolsar as custas antecipadas pela parte vencedora.",,,,,,,,Abrangência Específica,,,17/12/2009,,"Tema 343 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Sucumbência , Custas - Nas ações em que representa o FGTS, a CEF, quando sucumbente, não está isenta de reembolsar as custas antecipadas pela parte vencedora."
Tema STJ,344,Transitado em julgado,00056005320018260297/STJ,17/12/2009,,01/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Improbidade Administrativa","Questão referente ao cabimento da dispensa da defesa prévia em ação de improbidade administrativa, prevista no art. 17, § 7º, da Lei 8.429/92, quando instruído o processo com o inquérito civil promovido pelo Ministério Público.","O especialíssimo procedimento estabelecido na Lei 8.429/92, que prevê um juízo de delibação para recebimento da petição inicial (art. 17, §§ 8º e 9º), precedido de notificação do demandado (art. 17, § 7º), somente é aplicável para ações de improbidade adm",,,,,,,,Abrangência Específica,,,17/12/2009,,"Tema 344 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Improbidade Administrativa - O especialíssimo procedimento estabelecido na Lei 8.429/92, que prevê um juízo de delibação para recebimento da petição inicial (art. 17, §§ 8º e 9º), precedido de notificação do demandado (art. 17, § 7º), somente é aplicável para ações de improbidade adm"
Tema STJ,345,Transitado em julgado,00006846819984013802/STJ,17/12/2009,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Extinção do Crédito Tributário, Compensação","Questiona a incidência do comando inserto no art. 170-A do CTN, introduzido pela LC 104/01, relativamente à compensação de tributo objeto de ações já em curso quando da entrada em vigor desse dispositivo.","Em se tratando de compensação de crédito objeto de controvérsia judicial, é vedada a sua realização 'antes do trânsito em julgado da respectiva decisão judicial', conforme prevê o art. 170-A do CTN, vedação que, todavia, não se aplica a ações judiciais pr",,,,,,,,Abrangência Específica,,,17/12/2009,,"Tema 345 - DIREITO TRIBUTÁRIO, Crédito Tributário, Extinção do Crédito Tributário, Compensação - Em se tratando de compensação de crédito objeto de controvérsia judicial, é vedada a sua realização 'antes do trânsito em julgado da respectiva decisão judicial', conforme prevê o art. 170-A do CTN, vedação que, todavia, não se aplica a ações judiciais pr"
Tema STJ,346,Transitado em julgado,00036446320034013400/STJ,17/12/2009,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Extinção do Crédito Tributário, Compensação","Questiona o alcance da expressão 'objeto de contestação judicial pelo sujeito passivo' constante no art. 170-A do CTN, introduzido pela LC 104/01, na hipótese de o crédito do contribuinte apresentado para compensação ser de tributo declarado inconstitucio","Nos termos do art. 170-A do CTN, 'é vedada a compensação mediante o aproveitamento de tributo, objeto de contestação judicial pelo sujeito passivo, antes do trânsito em julgado da respectiva decisão judicial', vedação que se aplica inclusive às hipóteses ",,,,,,,,Abrangência Específica,,,17/12/2009,,"Tema 346 - DIREITO TRIBUTÁRIO, Crédito Tributário, Extinção do Crédito Tributário, Compensação - Nos termos do art. 170-A do CTN, 'é vedada a compensação mediante o aproveitamento de tributo, objeto de contestação judicial pelo sujeito passivo, antes do trânsito em julgado da respectiva decisão judicial', vedação que se aplica inclusive às hipóteses "
Tema STJ,347,Transitado em julgado,00433502220004013800/STJ,01/02/2010,,03/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Sucumbência , Valor da Causa, Honorários Advocatícios em Execução Contra a Fazenda Pública","A controvérsia refere-se ao critério de fixação dos honorários advocatícios em feito que objetiva a declaração do direito à compensação tributária, se deve ser adotado como base de cálculo o valor da causa - como afirmado no aresto recorrido - , ou o valo","Nas demandas de cunho declaratório, até por inexistir condenação pecuniária que possa servir de base de cálculo, os honorários devem ser fixados com referência no valor da causa ou em montante fixo.",,,,,,,,Processos em Segunda Instância,,,01/02/2010,,"Tema 347 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Sucumbência , Valor da Causa, Honorários Advocatícios em Execução Contra a Fazenda Pública - Nas demandas de cunho declaratório, até por inexistir condenação pecuniária que possa servir de base de cálculo, os honorários devem ser fixados com referência no valor da causa ou em montante fixo."
Tema STJ,348,Transitado em julgado,00068454320024014000/STJ,01/02/2010,,01/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,DIREITO PROCESSUAL CIVIL E DO TRABALHO,Cinge-se a discussão em saber se a câmara de vereadores detém legitimidade ativa para discutir a incidência da contribuição previdenciária sobre a remuneração paga a vereadores.,"A Câmara de Vereadores não possui personalidade jurídica, mas apenas personalidade judiciária, de modo que somente pode demandar em juízo para defender os seus direitos institucionais, entendidos esses como sendo os relacionados ao funcionamento, autonomi",,,,,,,,Processos em Segunda Instância,,,01/02/2010,,"Tema 348 - DIREITO PROCESSUAL CIVIL E DO TRABALHO - A Câmara de Vereadores não possui personalidade jurídica, mas apenas personalidade judiciária, de modo que somente pode demandar em juízo para defender os seus direitos institucionais, entendidos esses como sendo os relacionados ao funcionamento, autonomi"
Tema STJ,349,Transitado em julgado,"00039165120074058300/STJ, 00039165120074058300/STJ, 00039165120074058300/STJ, 00071731220064058400/STJ",01/02/2010,,01/02/2016,,07/07/2022,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Discute a legalidade da exigência de prestação de garantia pessoal (fiador) para a celebração de contrato de financiamento estudantil vinculado ao FIES.,É legal a exigência de prestação de garantia pessoal para a celebração de contrato de financiamento estudantil vinculado ao FIES.,,,,,,,,Processos em Segunda Instância,,,01/02/2010,,Tema 349 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - É legal a exigência de prestação de garantia pessoal para a celebração de contrato de financiamento estudantil vinculado ao FIES.
Tema STJ,351,Transitado em julgado,"00089275020064036102/STJ, 00170758920024020000/STJ",01/02/2010,,03/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física","Questiona a forma de cálculo do Imposto de Renda na fonte, na hipótese de pagamento acumulado de benefícios previdenciários atrasados, vale dizer, se o IR deve ter como parâmetro o valor de cada parcela mensal a que faria jus o beneficiário, ou se deve se","O Imposto de Renda incidente sobre os benefícios previdenciários atrasados pagos acumuladamente deve ser calculado de acordo com as tabelas e alíquotas vigentes à época em que os valores deveriam ter sido adimplidos, observando a renda auferida mês a mês ",,,,,,,,Abrangência Específica,,,01/02/2010,,"Tema 351 - DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física - O Imposto de Renda incidente sobre os benefícios previdenciários atrasados pagos acumuladamente deve ser calculado de acordo com as tabelas e alíquotas vigentes à época em que os valores deveriam ter sido adimplidos, observando a renda auferida mês a mês "
Tema STJ,352,Transitado em julgado,00150834120024058300/STJ,01/02/2010,,01/02/2016,,07/07/2022,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO,Discute a possibilidade de o credor unilateralmente eleger o agente fiduciário no bojo de execução extrajudicial de contrato regido pelas normas do Sistema Financeiro da Habitação (SFH) com garantia hipotecária.,A exigência de comum acordo entre o credor e o devedor na escolha do agente fiduciário tão-somente se aplica aos contratos não vinculados ao Sistema Financeiro da Habitação - SFH.,,,,,,,,Processos em Segunda Instância,,,01/02/2010,,Tema 352 - DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO - A exigência de comum acordo entre o credor e o devedor na escolha do agente fiduciário tão-somente se aplica aos contratos não vinculados ao Sistema Financeiro da Habitação - SFH.
Tema STJ,353,Transitado em julgado,00150834120024058300/STJ,01/02/2010,,01/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Formação, Suspensão e Extinção do Processo, Extinção do Processo Sem Resolução de Mérito","Discute-se a observância do Decreto-Lei n. 70/66, precisamente acerca da notificação pessoal do devedor para purgação da mora.",Não se cogita perempção da execução extrajudicial na hipótese do não cumprimento do prazo estabelecido pelo § 1º do art. 31 do Decreto-lei n. 70/66.,,,,,,,,Processos em Segunda Instância,,,01/02/2010,,"Tema 353 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Formação, Suspensão e Extinção do Processo, Extinção do Processo Sem Resolução de Mérito - Não se cogita perempção da execução extrajudicial na hipótese do não cumprimento do prazo estabelecido pelo § 1º do art. 31 do Decreto-lei n. 70/66."
Tema STJ,354,Transitado em julgado,"00065304420038240075/STJ, 00165173620038240033/STJ",09/02/2010,,04/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ISS/ Imposto sobre Serviços","Questiona a incidência de ISS sobre operações de arrendamento mercantil ou leasing, sobressaindo a questão referente à definição da base de cálculo do tributo.",Incide ISSQN sobre operações de arrendamento mercantil financeiro.,,,,,,,,Abrangência Específica,,,09/02/2010,,"Tema 354 - DIREITO TRIBUTÁRIO, ISS/ Imposto sobre Serviços - Incide ISSQN sobre operações de arrendamento mercantil financeiro."
Tema STJ,356,Transitado em julgado,00196472820074047100/STJ,09/02/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Prescrição, Repetição de indébito, FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas",Questão referente ao prazo prescricional relativo das ações de repetição de indébito relativas à contribuição ao Fusex.,"O prazo prescricional a ser aplicado às ações de repetição de indébito relativas à contribuição ao FUSEX, que consubstancia tributo sujeito ao lançamento de ofício, é o quinquenal, nos termos do art. 168, I, do CTN.",,,,,,,,Abrangência Específica,,,09/02/2010,,"Tema 356 - DIREITO TRIBUTÁRIO, Prescrição, Repetição de indébito, FUSEX/FUNSA/FUSMA/Fundo de Saúde das Forças Armadas - O prazo prescricional a ser aplicado às ações de repetição de indébito relativas à contribuição ao FUSEX, que consubstancia tributo sujeito ao lançamento de ofício, é o quinquenal, nos termos do art. 168, I, do CTN."
Tema STJ,358,Transitado em julgado,"00277344920034025101/STJ, 00399852320014013800/STJ",02/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Obrigação Acessória, CND/Certidão Negativa de Débito, Fato Gerador/Incidência, Contribuições Previdenciárias","Questão referente à legitimidade da recusa do fornecimento de certidão negativa de débito tributário, na hipótese em que a autoridade administrativa competente não procede ao lançamento de ofício supletivo de suposta diferença advinda da compensação efetu","O descumprimento da obrigação acessória de informar, mensalmente, ao INSS, dados relacionados aos fatos geradores da contribuição previdenciária, é condição impeditiva para expedição da prova de inexistência de débito.",,,,,,,,Abrangência Específica,,,02/03/2010,,"Tema 358 - DIREITO TRIBUTÁRIO, Obrigação Acessória, CND/Certidão Negativa de Débito, Fato Gerador/Incidência, Contribuições Previdenciárias - O descumprimento da obrigação acessória de informar, mensalmente, ao INSS, dados relacionados aos fatos geradores da contribuição previdenciária, é condição impeditiva para expedição da prova de inexistência de débito."
Tema STJ,359,Transitado em julgado,00117560920004047000/STJ,04/03/2010,,01/02/2016,,07/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução, Taxa SELIC","Questão à violação da coisa julgada em decorrência da determinação de incidência da taxa SELIC em sede de execução de sentença, quando esta determinou a aplicação de juros de mora em 1%, posteriormente à vigência da Lei 9.250/95.","A fixação de percentual relativo aos juros moratórios, após a edição da Lei 9.250/95, em decisão que transitou em julgado, impede a inclusão da Taxa SELIC em fase de liquidação de sentença, sob pena de violação ao instituto da coisa julgada, porquanto a r",,,,,,,,Abrangência Específica,,,04/03/2010,,"Tema 359 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Liquidação / Cumprimento / Execução, Taxa SELIC - A fixação de percentual relativo aos juros moratórios, após a edição da Lei 9.250/95, em decisão que transitou em julgado, impede a inclusão da Taxa SELIC em fase de liquidação de sentença, sob pena de violação ao instituto da coisa julgada, porquanto a r"
Tema STJ,360,Transitado em julgado,00296853620064047100/STJ,04/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física",Questão relativa à incidência do imposto sobre a renda em relação ao pagamento de verba decorrente de reintegração do servidor ao cargo por decisão judicial.,"Os valores a serem pagos em razão de decisão judicial trabalhista, que determina a reintegração do ex-empregado, assumem a natureza de verba remuneratória, atraindo a incidência do imposto sobre a renda. Isso porque são percebidos a título de salários ven",,,,,,,,Abrangência Específica,,,04/03/2010,,"Tema 360 - DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física - Os valores a serem pagos em razão de decisão judicial trabalhista, que determina a reintegração do ex-empregado, assumem a natureza de verba remuneratória, atraindo a incidência do imposto sobre a renda. Isso porque são percebidos a título de salários ven"
Tema STJ,361,Transitado em julgado,00296853620064047100/STJ,04/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física",Questão relativa à incidência do Imposto sobre a Renda em relação ao pagamento de verba decorrente de reintegração do servidor ao cargo por decisão judicial.,"Sendo a reintegração inviável, os valores a serem percebidos pelo empregado amoldam-se à indenização prevista no artigo 7°, I, da Carta Maior, em face da natureza eminentemente indenizatória, não dando azo a qualquer acréscimo patrimonial ou geração de re",,,,,,,,Abrangência Específica,,,04/03/2010,,"Tema 361 - DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física - Sendo a reintegração inviável, os valores a serem percebidos pelo empregado amoldam-se à indenização prevista no artigo 7°, I, da Carta Maior, em face da natureza eminentemente indenizatória, não dando azo a qualquer acréscimo patrimonial ou geração de re"
Tema STJ,362,Transitado em julgado,00061658420064025101/STJ,04/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Contribuições Sociais, Salário-Educação","Questão referente à sujeição passiva da relação jurídico-tributária relativa ao salário-educação, vale dizer, se o pólo passivo da referida relação é integrado por empresa em sentido lato ou em sentido estrito.","A contribuição para o salário-educação tem como sujeito passivo as empresas, assim entendidas as firmas individuais ou sociedades que assumam o risco de atividade econômica, urbana ou rural, com fins lucrativos ou não, em consonância com o art. 15 da Lei ",,,,,,,,Abrangência Específica,,,04/03/2010,,"Tema 362 - DIREITO TRIBUTÁRIO, Contribuições Sociais, Salário-Educação - A contribuição para o salário-educação tem como sujeito passivo as empresas, assim entendidas as firmas individuais ou sociedades que assumam o risco de atividade econômica, urbana ou rural, com fins lucrativos ou não, em consonância com o art. 15 da Lei "
Tema STJ,364,Transitado em julgado,00310082520034010000/STJ,05/03/2010,,03/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Isenção, Contribuições Sociais, Cofins","Discute-se a subsistência da isenção da COFINS incidente sobre o faturamento/receita das sociedades civis prestadoras de serviços de profissão legalmente regulamentada, prevista no artigo 6º, II, da Lei Complementar 70/91, tendo em vista a revogação perpe","A Contribuição para Financiamento da Seguridade Social - COFINS incide sobre o faturamento das sociedades civis de prestação de serviços de profissão legalmente regulamentada, de que trata o artigo 1º, do Decreto-Lei 2.397/87, tendo em vista a validade da",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 364 - DIREITO TRIBUTÁRIO, Isenção, Contribuições Sociais, Cofins - A Contribuição para Financiamento da Seguridade Social - COFINS incide sobre o faturamento das sociedades civis de prestação de serviços de profissão legalmente regulamentada, de que trata o artigo 1º, do Decreto-Lei 2.397/87, tendo em vista a validade da"
Tema STJ,365,Transitado em julgado,00501377220034047100/STJ,05/03/2010,,04/02/2016,07/03/2017,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Crédito Tributário, Suspensão da Exigibilidade, Parcelamento","Discute-se a obrigatoriedade ou não da homologação expressa do pedido de parcelamento (PAES) a fim de que seja suspensa a exigibilidade do crédito tributário, com fulcro no artigo 151, VI, do CTN.","A produção do efeito suspensivo da exigibilidade do crédito tributário, advindo do parcelamento, condiciona-se à homologação expressa ou tácita do pedido formulado pelo contribuinte junto ao Fisco.",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 365 - DIREITO TRIBUTÁRIO, Crédito Tributário, Suspensão da Exigibilidade, Parcelamento - A produção do efeito suspensivo da exigibilidade do crédito tributário, advindo do parcelamento, condiciona-se à homologação expressa ou tácita do pedido formulado pelo contribuinte junto ao Fisco."
Tema STJ,366,Transitado em julgado,00330054020054047000/STJ,05/03/2010,,01/02/2016,,03/11/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física","Questão referente à não incidência do Imposto sobre a Renda em relação à complementação do benefício de pensão recebida de entidades de previdência privada, em razão da morte do participante ou contribuinte do fundo de assistência, considerando-se o dispo","A complementação da pensão recebida de entidades de previdência privada, em decorrência da morte do participante ou contribuinte do fundo de assistência, quer a título de benefício quer de seguro, não sofre a incidência do Imposto de Renda apenas sob a ég",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 366 - DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física - A complementação da pensão recebida de entidades de previdência privada, em decorrência da morte do participante ou contribuinte do fundo de assistência, quer a título de benefício quer de seguro, não sofre a incidência do Imposto de Renda apenas sob a ég"
Tema STJ,367,Transitado em julgado,00232712220048152001/STJ,05/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, ICMS / Incidência Sobre o Ativo Fixo","Discute-se a legalidade da autuação fiscal do contribuinte que, ao proceder ao simples deslocamento de mercadoria de um para outro estabelecimento próprio (operação que não constitui hipótese de incidência do ICMS), não cumpriu o dever instrumental consis","Ainda que, em tese, o deslocamento de bens do ativo imobilizado e de material de uso e consumo entre estabelecimentos de uma mesma instituição financeira não configure hipótese de incidência do ICMS, compete ao Fisco Estadual averiguar a veracidade da alu",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 367 - DIREITO TRIBUTÁRIO, ICMS/ Imposto sobre Circulação de Mercadorias, ICMS / Incidência Sobre o Ativo Fixo - Ainda que, em tese, o deslocamento de bens do ativo imobilizado e de material de uso e consumo entre estabelecimentos de uma mesma instituição financeira não configure hipótese de incidência do ICMS, compete ao Fisco Estadual averiguar a veracidade da alu"
Tema STJ,370,Transitado em julgado,00160697120064058100/STJ,05/03/2010,,01/02/2016,,07/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física",Questão referente à incidência ou não do imposto sobre a renda em relação às verbas decorrentes de indenização por dano moral.,Não incide Imposto de Renda sobre verba percebida a título de dano moral.,,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 370 - DIREITO TRIBUTÁRIO, IRPF/Imposto de Renda de Pessoa Física - Não incide Imposto de Renda sobre verba percebida a título de dano moral."
Tema STJ,371,Transitado em julgado,00392803219994013400/STJ,05/03/2010,,03/02/2016,,08/07/2022,DIREITO CIVIL,"DIREITO CIVIL, Previdência privada, Resgate de Contribuição","Questão referente à obrigação de a União ressarcir ex-congressistas, sem direito à pensão, em relação às importâncias recolhidas a título de contribuição previdenciária ao Instituto de Previdência dos Congressistas - IPC, extinto pela Lei 9.506/97.","Há de se reconhecer o direito à restituição de contribuições pagas ao extinto Instituto de Previdência dos Congressistas - IPC, fundo fechado de previdência, visto que os segurados, ex-contribuintes, após a extinção, nenhum benefício receberão em contrapa",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 371 - DIREITO CIVIL, Previdência privada, Resgate de Contribuição - Há de se reconhecer o direito à restituição de contribuições pagas ao extinto Instituto de Previdência dos Congressistas - IPC, fundo fechado de previdência, visto que os segurados, ex-contribuintes, após a extinção, nenhum benefício receberão em contrapa"
Tema STJ,372,Transitado em julgado,02622488820084040000/STJ,05/03/2010,,01/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Regimes Especiais de Tributação, SIMPLES","Questão referente à possibilidade de entidade hospitalar optar pelo SIMPLES, em face da vedação imposta pelo art. 9º, IX, da Lei 9.317/96.","Os hospitais podem optar pelo SIMPLES, tendo em vista que eles não são prestadores de serviços médicos e de enfermagem, mas, ao contrário, dedicam-se a atividades que dependem de profissionais que prestem referidos serviços, uma vez que há diferença entre",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 372 - DIREITO TRIBUTÁRIO, Regimes Especiais de Tributação, SIMPLES - Os hospitais podem optar pelo SIMPLES, tendo em vista que eles não são prestadores de serviços médicos e de enfermagem, mas, ao contrário, dedicam-se a atividades que dependem de profissionais que prestem referidos serviços, uma vez que há diferença entre"
Tema STJ,373,Transitado em julgado,"00208997320084010000/STJ, 00208997320084010000/STJ, 00208997320084010000/STJ, 04219341920084040000/STJ",05/03/2010,,04/02/2016,22/02/2017,08/07/2022,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"DIREITO PROCESSUAL CIVIL E DO TRABALHO, Competência , Formação, Suspensão e Extinção do Processo",Questão referente à impossibilidade de declinação ex officio da competência para processar e julgar a ação executiva fiscal.,"A execução fiscal proposta pela União e suas autarquias deve ser ajuizada perante o Juiz de Direito da comarca do domicílio do devedor, quando esta não for sede de vara da justiça federal. A decisão do Juiz Federal, que declina da competência quando a nor",,,,,,,,Abrangência Específica,,,05/03/2010,,"Tema 373 - DIREITO PROCESSUAL CIVIL E DO TRABALHO, Competência , Formação, Suspensão e Extinção do Processo - A execução fiscal proposta pela União e suas autarquias deve ser ajuizada perante o Juiz de Direito da comarca do domicílio do devedor, quando esta não for sede de vara da justiça federal. A decisão do Juiz Federal, que declina da competência quando a nor"
Tema STJ,374,Transitado em julgado,00038190320024013300/STJ,05/03/2010,,03/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, IPI/ Imposto sobre Produtos Industrializados, Base de Cálculo","Discute-se a possibilidade de exclusão, da base de cálculo do IPI, dos descontos incondicionais concedidos pelas fabricantes de bebidas às empresas distribuidoras.","A dedução dos descontos incondicionais é vedada, no entanto, quando a incidência do tributo se dá sobre valor previamente fixado, nos moldes da Lei 7.798/89 (regime de preços fixos), salvo se o resultado dessa operação for idêntico ao que se chegaria com ",,,,,,,,Processos em Segunda Instância,,,05/03/2010,,"Tema 374 - DIREITO TRIBUTÁRIO, IPI/ Imposto sobre Produtos Industrializados, Base de Cálculo - A dedução dos descontos incondicionais é vedada, no entanto, quando a incidência do tributo se dá sobre valor previamente fixado, nos moldes da Lei 7.798/89 (regime de preços fixos), salvo se o resultado dessa operação for idêntico ao que se chegaria com "
Tema STJ,375,Transitado em julgado,01841845320078260000/STJ,11/03/2010,,01/02/2016,,08/07/2022,DIREITO TRIBUTÁRIO,"DIREITO TRIBUTÁRIO, Obrigação Tributária, CND/Certidão Negativa de Débito","Questão referente à impossibilidade de revisão judicial da confissão de dívida, efetuada com o escopo de obter parcelamento de débitos tributários, quando o fundamento desse reexame judicial é relativo à situação fática sobre a qual incide a norma tributá","A confissão da dívida não inibe o questionamento judicial da obrigação tributária, no que se refere aos seus aspectos jurídicos. Quanto aos aspectos fáticos sobre os quais incide a norma tributária, a regra é que não se pode rever judicialmente a confissã",,,,,,,,Abrangência Específica,,,11/03/2010,,"Tema 375 - DIREITO TRIBUTÁRIO, Obrigação Tributária, CND/Certidão Negativa de Débito - A confissão da dívida não inibe o questionamento judicial da obrigação tributária, no que se refere aos seus aspectos jurídicos. Quanto aos aspectos fáticos sobre os quais incide a norma tributária, a regra é que não se pode rever judicialmente a confissã"
